"b_Intercept","b_years_known","b_caduceus","b_chlamydospores","b_foliar_disease","b_gr_at_opt","b_hyphal_swelling","b_oospore_wall_index","b_oospores","b_proliferation","b_root_disease","b_temp_min","b_temp_opt","b_foliar_disease:root_disease","sd_obs__Intercept","sd_species_name__Intercept","object_name","model_index","LOOIC","kfold10IC","obs","lambda"
77.2868736698277,19.4992599635211,8.38267470832298,3.60548936716574,5.93081505397284,9.61884264999759,4.48006660906574,3.84972890956783,-2.60606251612987,6.87325256716677,9.08070873427843,-3.22976125093022,7.1130384312754,11.7057765462487,4.6374681597305,2.83986871254217,"impact_lat_max_disease_2560",2560,975.669262349619,977.183944405902,123,0.998533392225649
